"filter.id","EQ_ID","rec.id","Year","Month","Day","Hour","Minute","Second","Lat","Lat.min","Lon","Lon.min","Depth","ML","Sta.num","closest.epi","angle","RMS","ERH","ERZ","N","Number","quality","Lon.X","Lat.Y","Pfile","ts_name","P_arr_time","S_arr_time","Index","Sec_CMT","Lon_CMT","Lat_CMT","Dep_CMT","Mw_CMT","Strike1_CMT","Dip1_CMT","Slip1_CMT","Strike2_CMT","Dip2_CMT","Slip2_CMT","CMT.sec","CMT.id","Sec_BATS","EQ_Lat_BATS","EQ_Lon_BATS","Depth_CWB","ML_BATS","Strike1_BATS","Dip1_BATS","Slip1_BATS","Strike2_BATS","Dip2_BATS","Slip2_BATS","M0_BATS","Mw_BATS","BATS.sec","BATS.id","FM1_total_sec","sec_diff","abs_sec_diff","FM_loc.x","FM_loc.y","R_diff","Lon.WU","Lat.WU","Dep.WU","ML.WU","Strike1.WU","Dip1.WU","Slip1.WU","Strike2.WU","Dip2.WU","Slip2.WU","has_FM","final.Lon","final.Lat","final.Dep","Tran_Mw","Final_Mw","Mw_index","Final_Strike_1","Final_Dip_1","Final_Slip_1","Final_Strike_2","Final_Dip_2","Final_Slip_2","FM_Index","Fnm_1","Frv_1","Fnm_2","Frv_2","Sta","Name","County","City","Net","Lon.Sta.X","Lat.Sta.Y","El.","address","Lon_67","Lat_67","X2020_pick","suggested.Vs30_EGDT","PS_log.30m","LT.SiteClass.Vs30","LT.SiteClass.2001","LT.Vs30.measured","LT.Vs30.estimated","X2020.Vs30","Vs30.Index","NOTE","Rrup_p1","Rrup_p2","Avg_Rrup","Hypo","Adopted_Rrup"
"B000299","2018_0206_1719_25","2018_0206_1719_25_EAH",2018,2,6,17,19,25.44,24,4.99,121,44.75,10.23,4.15,99,14.3,114,0.33,0.2,0.3,"F",160,"C",121.745833333333,24.0831666666667,"14061718.P18","201802061719_EAH_14061718.P18.asc",19.99219,24.28906,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.745833333333,24.0831666666667,10.23,3.97,3.97,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAH","澳花","宜蘭縣","南澳鄉","CWB_BH",121.7393,24.3293,-49,"澳花國小",324197.675,2691898.34,511.236,NA,NA,NA,NA,NA,NA,511.236,"pick",NA,NA,NA,NA,29.1256896914047,29.1256896914047
"B000300","2018_0206_1719_25","2018_0206_1719_25_SHUL",2018,2,6,17,19,25.44,24,4.99,121,44.75,10.23,4.15,99,14.3,114,0.33,0.2,0.3,"F",160,"C",121.745833333333,24.0831666666667,"14061718.P18","201802061719_SHUL_14061718.P18.asc",19.99219,26.28906,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.745833333333,24.0831666666667,10.23,3.97,3.97,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,NA,NA,NA,39.0459476002312,39.0459476002312
"B000301","2018_0206_1723_57","2018_0206_1723_57_EAH",2018,2,6,17,23,57.04,24,6.73,121,42.82,8.14,4.23,99,10.5,103,0.31,0.2,0.2,"F",221,"C",121.713666666667,24.1121666666667,"14061723.P18","201802061723_EAH_14061723.P18.asc",20,23.60156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,24.1121,121.7136,8.14,4.23,226.33,44.68,19.96,121.85,76.11,132.91,1.4e+22,4.03,1437.04,"BATS_5517",1437.04,0,0,121.7136,24.1121,0.00991071249830236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.713666666667,24.1121666666667,8.14,4.05,4.25,"BATS",226.33,44.68,19.96,121.85,76.11,132.91,"BATS",0,0,0,1,"EAH","澳花","宜蘭縣","南澳鄉","CWB_BH",121.7393,24.3293,-49,"澳花國小",324197.675,2691898.34,511.236,NA,NA,NA,NA,NA,NA,511.236,"pick",NA,NA,NA,NA,25.5237944083555,25.5237944083555
"B000302","2018_0206_1723_57","2018_0206_1723_57_ILA",2018,2,6,17,23,57.04,24,6.73,121,42.82,8.14,4.23,99,10.5,103,0.31,0.2,0.2,"F",221,"C",121.713666666667,24.1121666666667,"14061723.P18","201802061723_ILA_14061723.P18.asc",20,27.69922,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,24.1121,121.7136,8.14,4.23,226.33,44.68,19.96,121.85,76.11,132.91,1.4e+22,4.03,1437.04,"BATS_5517",1437.04,0,0,121.7136,24.1121,0.00991071249830236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.713666666667,24.1121666666667,8.14,4.05,4.25,"BATS",226.33,44.68,19.96,121.85,76.11,132.91,"BATS",0,0,0,1,"ILA","宜蘭市","宜蘭縣","宜蘭市","CWB_BH",121.7563,24.7638,-170,"力行街3號",325659.016,2740033.641,217.428,242.41,NA,"D1","D","-",217,217.428,"pick","",NA,NA,NA,72.763739932744,72.763739932744
"B000303","2018_0206_1723_57","2018_0206_1723_57_SHUL",2018,2,6,17,23,57.04,24,6.73,121,42.82,8.14,4.23,99,10.5,103,0.31,0.2,0.2,"F",221,"C",121.713666666667,24.1121666666667,"14061723.P18","201802061723_SHUL_14061723.P18.asc",20,26.30078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,24.1121,121.7136,8.14,4.23,226.33,44.68,19.96,121.85,76.11,132.91,1.4e+22,4.03,1437.04,"BATS_5517",1437.04,0,0,121.7136,24.1121,0.00991071249830236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.713666666667,24.1121666666667,8.14,4.05,4.25,"BATS",226.33,44.68,19.96,121.85,76.11,132.91,"BATS",0,0,0,1,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,NA,NA,NA,39.9432175093595,39.9432175093595
"B000304","2018_0206_1750_52","2018_0206_1750_52_EAH",2018,2,6,17,50,51.52,23,58.66,121,35.54,6.59,4.32,99,10.2,77,0.34,0.1,0.1,"F",249,"C",121.592333333333,23.9776666666667,"14061750.P18","201802061750_EAH_14061750.P18.asc",20.00391,25.30469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.52,23.9776,121.5923,6.59,4.32,219.18,11.28,103.73,25.18,79.04,87.29,1.3e+22,4.01,3051.52,"BATS_5518",3051.52,0,0,121.5923,23.9776,0.00760847480726146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.592333333333,23.9776666666667,6.59,4.14,4.23,"BATS",219.18,11.28,103.73,25.18,79.04,87.29,"BATS",0,1,0,1,"EAH","澳花","宜蘭縣","南澳鄉","CWB_BH",121.7393,24.3293,-49,"澳花國小",324197.675,2691898.34,511.236,NA,NA,NA,NA,NA,NA,511.236,"pick",NA,NA,NA,NA,42.2303500932682,42.2303500932682
"B000305","2018_0206_1750_52","2018_0206_1750_52_ILA",2018,2,6,17,50,51.52,23,58.66,121,35.54,6.59,4.32,99,10.2,77,0.34,0.1,0.1,"F",249,"C",121.592333333333,23.9776666666667,"14061750.P18","201802061750_ILA_14061750.P18.asc",20,29.39844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.52,23.9776,121.5923,6.59,4.32,219.18,11.28,103.73,25.18,79.04,87.29,1.3e+22,4.01,3051.52,"BATS_5518",3051.52,0,0,121.5923,23.9776,0.00760847480726146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.592333333333,23.9776666666667,6.59,4.14,4.23,"BATS",219.18,11.28,103.73,25.18,79.04,87.29,"BATS",0,1,0,1,"ILA","宜蘭市","宜蘭縣","宜蘭市","CWB_BH",121.7563,24.7638,-170,"力行街3號",325659.016,2740033.641,217.428,242.41,NA,"D1","D","-",217,217.428,"pick","",NA,NA,NA,88.8946038857253,88.8946038857253
"B000306","2018_0206_1750_52","2018_0206_1750_52_SHUL",2018,2,6,17,50,51.52,23,58.66,121,35.54,6.59,4.32,99,10.2,77,0.34,0.1,0.1,"F",249,"C",121.592333333333,23.9776666666667,"14061750.P18","201802061750_SHUL_14061750.P18.asc",20,23.70312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.52,23.9776,121.5923,6.59,4.32,219.18,11.28,103.73,25.18,79.04,87.29,1.3e+22,4.01,3051.52,"BATS_5518",3051.52,0,0,121.5923,23.9776,0.00760847480726146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.592333333333,23.9776666666667,6.59,4.14,4.23,"BATS",219.18,11.28,103.73,25.18,79.04,87.29,"BATS",0,1,0,1,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,NA,NA,NA,22.2741740363139,22.2741740363139
"B000307","2018_0206_1756_10","2018_0206_1756_10_EAH",2018,2,6,17,56,10.04,24,2.88,121,39.83,7.33,3.76,99,7,95,0.35,0.2,0.2,"F",224,"C",121.663833333333,24.048,"14061756.P18","201802061756_EAH_14061756.P18.asc",20.00391,24.40234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,24.048,121.6638,7.33,3.76,247.39,28.45,31.39,129.17,75.63,114.82,2.41e+21,3.53,3370.04,"BATS_5519",3370.04,0,0,121.6638,24.048,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.663833333333,24.048,7.33,3.56,3.78,"BATS",247.39,28.45,31.39,129.17,75.63,114.82,"BATS",0,1,0,1,"EAH","澳花","宜蘭縣","南澳鄉","CWB_BH",121.7393,24.3293,-49,"澳花國小",324197.675,2691898.34,511.236,NA,NA,NA,NA,NA,NA,511.236,"pick",NA,NA,NA,NA,32.9135909465983,32.9135909465983
"B000308","2018_0206_1756_10","2018_0206_1756_10_EWT",2018,2,6,17,56,10.04,24,2.88,121,39.83,7.33,3.76,99,7,95,0.35,0.2,0.2,"F",224,"C",121.663833333333,24.048,"14061756.P18","201802061756_EWT_14061756.P18.asc",20.00391,25.80469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,24.048,121.6638,7.33,3.76,247.39,28.45,31.39,129.17,75.63,114.82,2.41e+21,3.53,3370.04,"BATS_5519",3370.04,0,0,121.6638,24.048,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.663833333333,24.048,7.33,3.56,3.78,"BATS",247.39,28.45,31.39,129.17,75.63,114.82,"BATS",0,1,0,1,"EWT","武塔","宜蘭縣","南澳鄉","CWB_BH",121.7783,24.445,37,"武塔村新溪路1號",328083.794,2704734.863,328.357,NA,NA,NA,NA,NA,NA,328.357,"pick",NA,NA,NA,NA,46.0698620466786,46.0698620466786
"B000309","2018_0206_1756_10","2018_0206_1756_10_NNSH",2018,2,6,17,56,10.04,24,2.88,121,39.83,7.33,3.76,99,7,95,0.35,0.2,0.2,"F",224,"C",121.663833333333,24.048,"14061756.P18","201802061756_NNSH_14061756.P18.asc",20,26.20312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,24.048,121.6638,7.33,3.76,247.39,28.45,31.39,129.17,75.63,114.82,2.41e+21,3.53,3370.04,"BATS_5519",3370.04,0,0,121.6638,24.048,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.663833333333,24.048,7.33,3.56,3.78,"BATS",247.39,28.45,31.39,129.17,75.63,114.82,"BATS",0,1,0,1,"NNSH","南山","宜蘭縣","大同鄉","CWB_BH",121.3829,24.4284,1106,"南山段770-8地號",287998.236,2702728.187,760,NA,NA,NA,NA,NA,NA,760,"pick",NA,NA,NA,NA,51.4112234439135,51.4112234439135
"B000310","2018_0206_1756_10","2018_0206_1756_10_SHUL",2018,2,6,17,56,10.04,24,2.88,121,39.83,7.33,3.76,99,7,95,0.35,0.2,0.2,"F",224,"C",121.663833333333,24.048,"14061756.P18","201802061756_SHUL_14061756.P18.asc",20,25.10156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,24.048,121.6638,7.33,3.76,247.39,28.45,31.39,129.17,75.63,114.82,2.41e+21,3.53,3370.04,"BATS_5519",3370.04,0,0,121.6638,24.048,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.663833333333,24.048,7.33,3.56,3.78,"BATS",247.39,28.45,31.39,129.17,75.63,114.82,"BATS",0,1,0,1,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,NA,NA,NA,31.4997162685634,31.4997162685634
"B000311","2018_0206_1756_10","2018_0206_1756_10_SNS",2018,2,6,17,56,10.04,24,2.88,121,39.83,7.33,3.76,99,7,95,0.35,0.2,0.2,"F",224,"C",121.663833333333,24.048,"14061756.P18","201802061756_SNS_14061756.P18.asc",20,39.20312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,24.048,121.6638,7.33,3.76,247.39,28.45,31.39,129.17,75.63,114.82,2.41e+21,3.53,3370.04,"BATS_5519",3370.04,0,0,121.6638,24.048,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.663833333333,24.048,7.33,3.56,3.78,"BATS",247.39,28.45,31.39,129.17,75.63,114.82,"BATS",0,1,0,1,"SNS","曾文","台南市","楠西區","CWB_BH",120.4973,23.2198,156,"台南市楠西區密枝村70號",197721.319,2568917.043,599.802,NA,NA,NA,NA,NA,NA,599.802,"pick",NA,NA,NA,NA,150.448668322455,150.448668322455
"B000312","2018_0206_1756_10","2018_0206_1756_10_WCKO",2018,2,6,17,56,10.04,24,2.88,121,39.83,7.33,3.76,99,7,95,0.35,0.2,0.2,"F",224,"C",121.663833333333,24.048,"14061756.P18","201802061756_WCKO_14061756.P18.asc",20.00391,36.40234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,24.048,121.6638,7.33,3.76,247.39,28.45,31.39,129.17,75.63,114.82,2.41e+21,3.53,3370.04,"BATS_5519",3370.04,0,0,121.6638,24.048,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.663833333333,24.048,7.33,3.56,3.78,"BATS",247.39,28.45,31.39,129.17,75.63,114.82,"BATS",0,1,0,1,"WCKO","黎明國小","嘉義縣","番路鄉","CWB_BH",120.6047,23.4385,282.12751,"嘉義縣番路鄉觸口村觸口164號",208779.689,2593101.88,499.268,NA,NA,NA,NA,NA,NA,499.268,"pick",NA,NA,NA,NA,127.55478523364,127.55478523364
"B000313","2018_0206_1756_10","2018_0206_1756_10_WDLH",2018,2,6,17,56,10.04,24,2.88,121,39.83,7.33,3.76,99,7,95,0.35,0.2,0.2,"F",224,"C",121.663833333333,24.048,"14061756.P18","201802061756_WDLH_14061756.P18.asc",20,35.70312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,24.048,121.6638,7.33,3.76,247.39,28.45,31.39,129.17,75.63,114.82,2.41e+21,3.53,3370.04,"BATS_5519",3370.04,0,0,121.6638,24.048,0.00366666666678839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.663833333333,24.048,7.33,3.56,3.78,"BATS",247.39,28.45,31.39,129.17,75.63,114.82,"BATS",0,1,0,1,"WDLH","斗六市","雲林縣","斗六市","CWB_BH",120.5381,23.6888,69,"大學路3段123號",202063.806,2620841.301,238.432,NA,NA,NA,NA,NA,NA,238.432,"pick",NA,NA,NA,NA,121.588147403437,121.588147403437
"B000314","2018_0206_1800_41","2018_0206_1800_41_SNS",2018,2,6,18,0,41.11,23,58.65,121,36.51,6.43,4.08,5,11.5,218,0.04,0.7,1.1,"F",8,"D",121.6085,23.9775,"14061759.218","201802061800_SNS_14061759.218.asc",20,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.6085,23.9775,6.43,3.89,3.89,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNS","曾文","台南市","楠西區","CWB_BH",120.4973,23.2198,156,"台南市楠西區密枝村70號",197721.319,2568917.043,599.802,NA,NA,NA,NA,NA,NA,599.802,"pick",NA,NA,NA,NA,141.229450855691,141.229450855691
"B000315","2018_0206_1800_13","2018_0206_1800_13_EAH",2018,2,6,18,0,13.37,24,6.94,121,43.74,6.69,5.38,99,11.8,103,0.34,0.1,0.2,"F",290,"C",121.729,24.1156666666667,"14061759.P18","201802061800_EAH_14061759.P18.asc",20,23.60156,0,13.1,121.66,24.11,12,5.3,301,75,-171,208,82,-15,13.1,"CMT_853",13.37,24.1156,121.729,6.69,5.38,118.17,75.39,169.82,210.77,80.15,14.83,6.6e+23,5.15,13.37,"BATS_5520",13.1,0.27,0.27,121.66,24.11,7.61112416868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.729,24.1156666666667,6.69,5.25,5.3,"CMT",301,75,-171,208,82,-15,"CMT",0,0,0,0,"EAH","澳花","宜蘭縣","南澳鄉","CWB_BH",121.7393,24.3293,-49,"澳花國小",324197.675,2691898.34,511.236,NA,NA,NA,NA,NA,NA,511.236,"pick",NA,23.621034622,22.16800499,22.894519806,24.6116908196085,22.894519806
"B000316","2018_0206_1800_13","2018_0206_1800_13_EWT",2018,2,6,18,0,13.37,24,6.94,121,43.74,6.69,5.38,99,11.8,103,0.34,0.1,0.2,"F",290,"C",121.729,24.1156666666667,"14061759.P18","201802061800_EWT_14061759.P18.asc",20,25,0,13.1,121.66,24.11,12,5.3,301,75,-171,208,82,-15,13.1,"CMT_853",13.37,24.1156,121.729,6.69,5.38,118.17,75.39,169.82,210.77,80.15,14.83,6.6e+23,5.15,13.37,"BATS_5520",13.1,0.27,0.27,121.66,24.11,7.61112416868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.729,24.1156666666667,6.69,5.25,5.3,"CMT",301,75,-171,208,82,-15,"CMT",0,0,0,0,"EWT","武塔","宜蘭縣","南澳鄉","CWB_BH",121.7783,24.445,37,"武塔村新溪路1號",328083.794,2704734.863,328.357,NA,NA,NA,NA,NA,NA,328.357,"pick",NA,36.558036804,35.022686005,35.7903614045,37.422833938653,35.7903614045
"B000317","2018_0206_1800_13","2018_0206_1800_13_NNSH",2018,2,6,18,0,13.37,24,6.94,121,43.74,6.69,5.38,99,11.8,103,0.34,0.1,0.2,"F",290,"C",121.729,24.1156666666667,"14061759.P18","201802061800_NNSH_14061759.P18.asc",20,26.30078,0,13.1,121.66,24.11,12,5.3,301,75,-171,208,82,-15,13.1,"CMT_853",13.37,24.1156,121.729,6.69,5.38,118.17,75.39,169.82,210.77,80.15,14.83,6.6e+23,5.15,13.37,"BATS_5520",13.1,0.27,0.27,121.66,24.11,7.61112416868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.729,24.1156666666667,6.69,5.25,5.3,"CMT",301,75,-171,208,82,-15,"CMT",0,0,0,0,"NNSH","南山","宜蘭縣","大同鄉","CWB_BH",121.3829,24.4284,1106,"南山段770-8地號",287998.236,2702728.187,760,NA,NA,NA,NA,NA,NA,760,"pick",NA,47.47870636,49.339805603,48.4092559815,49.7954459363504,48.4092559815
"B000318","2018_0206_1800_13","2018_0206_1800_13_SHUL",2018,2,6,18,0,13.37,24,6.94,121,43.74,6.69,5.38,99,11.8,103,0.34,0.1,0.2,"F",290,"C",121.729,24.1156666666667,"14061759.P18","201802061800_SHUL_14061759.P18.asc",19.99219,26.58984,0,13.1,121.66,24.11,12,5.3,301,75,-171,208,82,-15,13.1,"CMT_853",13.37,24.1156,121.729,6.69,5.38,118.17,75.39,169.82,210.77,80.15,14.83,6.6e+23,5.15,13.37,"BATS_5520",13.1,0.27,0.27,121.66,24.11,7.61112416868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.729,24.1156666666667,6.69,5.25,5.3,"CMT",301,75,-171,208,82,-15,"CMT",0,0,0,0,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,39.700523376,37.98966217,38.845092773,40.6492942743167,38.845092773
"B000319","2018_0206_1800_13","2018_0206_1800_13_SNS",2018,2,6,18,0,13.37,24,6.94,121,43.74,6.69,5.38,99,11.8,103,0.34,0.1,0.2,"F",290,"C",121.729,24.1156666666667,"14061759.P18","201802061800_SNS_14061759.P18.asc",19.99219,40.49219,0,13.1,121.66,24.11,12,5.3,301,75,-171,208,82,-15,13.1,"CMT_853",13.37,24.1156,121.729,6.69,5.38,118.17,75.39,169.82,210.77,80.15,14.83,6.6e+23,5.15,13.37,"BATS_5520",13.1,0.27,0.27,121.66,24.11,7.61112416868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.729,24.1156666666667,6.69,5.25,5.3,"CMT",301,75,-171,208,82,-15,"CMT",0,0,0,0,"SNS","曾文","台南市","楠西區","CWB_BH",120.4973,23.2198,156,"台南市楠西區密枝村70號",197721.319,2568917.043,599.802,NA,NA,NA,NA,NA,NA,599.802,"pick",NA,158.881942749,158.101119995,158.491531372,160.236717106286,158.491531372
"B000320","2018_0206_1800_13","2018_0206_1800_13_WCKO",2018,2,6,18,0,13.37,24,6.94,121,43.74,6.69,5.38,99,11.8,103,0.34,0.1,0.2,"F",290,"C",121.729,24.1156666666667,"14061759.P18","201802061800_WCKO_14061759.P18.asc",20,37.69922,0,13.1,121.66,24.11,12,5.3,301,75,-171,208,82,-15,13.1,"CMT_853",13.37,24.1156,121.729,6.69,5.38,118.17,75.39,169.82,210.77,80.15,14.83,6.6e+23,5.15,13.37,"BATS_5520",13.1,0.27,0.27,121.66,24.11,7.61112416868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.729,24.1156666666667,6.69,5.25,5.3,"CMT",301,75,-171,208,82,-15,"CMT",0,0,0,0,"WCKO","黎明國小","嘉義縣","番路鄉","CWB_BH",120.6047,23.4385,282.12751,"嘉義縣番路鄉觸口村觸口164號",208779.689,2593101.88,499.268,NA,NA,NA,NA,NA,NA,499.268,"pick",NA,135.602508545,135.106903076,135.3547058105,137.118299745147,135.3547058105
"B000321","2018_0206_1800_13","2018_0206_1800_13_WDLH",2018,2,6,18,0,13.37,24,6.94,121,43.74,6.69,5.38,99,11.8,103,0.34,0.1,0.2,"F",290,"C",121.729,24.1156666666667,"14061759.P18","201802061800_WDLH_14061759.P18.asc",20,36.80078,0,13.1,121.66,24.11,12,5.3,301,75,-171,208,82,-15,13.1,"CMT_853",13.37,24.1156,121.729,6.69,5.38,118.17,75.39,169.82,210.77,80.15,14.83,6.6e+23,5.15,13.37,"BATS_5520",13.1,0.27,0.27,121.66,24.11,7.61112416868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,121.729,24.1156666666667,6.69,5.25,5.3,"CMT",301,75,-171,208,82,-15,"CMT",0,0,0,0,"WDLH","斗六市","雲林縣","斗六市","CWB_BH",120.5381,23.6888,69,"大學路3段123號",202063.806,2620841.301,238.432,NA,NA,NA,NA,NA,NA,238.432,"pick",NA,128.498977661,128.629577637,128.564277649,130.328817799441,128.564277649
"B000322","2018_0206_1806_20","2018_0206_1806_20_EAH",2018,2,6,18,6,20.1,24,3.27,121,40.19,7.56,3.66,99,7.2,92,0.32,0.2,0.2,"F",192,"C",121.669833333333,24.0545,"14061806.P18","201802061806_EAH_14061806.P18.asc",20,24.40234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.669833333333,24.0545,7.56,3.46,3.46,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAH","澳花","宜蘭縣","南澳鄉","CWB_BH",121.7393,24.3293,-49,"澳花國小",324197.675,2691898.34,511.236,NA,NA,NA,NA,NA,NA,511.236,"pick",NA,NA,NA,NA,32.1465958539936,32.1465958539936
"B000323","2018_0206_1806_20","2018_0206_1806_20_NNSH",2018,2,6,18,6,20.1,24,3.27,121,40.19,7.56,3.66,99,7.2,92,0.32,0.2,0.2,"F",192,"C",121.669833333333,24.0545,"14061806.P18","201802061806_NNSH_14061806.P18.asc",20,26.20312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.669833333333,24.0545,7.56,3.46,3.46,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NNSH","南山","宜蘭縣","大同鄉","CWB_BH",121.3829,24.4284,1106,"南山段770-8地號",287998.236,2702728.187,760,NA,NA,NA,NA,NA,NA,760,"pick",NA,NA,NA,NA,51.2002140718181,51.2002140718181
"B000324","2018_0206_1806_20","2018_0206_1806_20_SHUL",2018,2,6,18,6,20.1,24,3.27,121,40.19,7.56,3.66,99,7.2,92,0.32,0.2,0.2,"F",192,"C",121.669833333333,24.0545,"14061806.P18","201802061806_SHUL_14061806.P18.asc",20.00391,25.30469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.669833333333,24.0545,7.56,3.46,3.46,"CWB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHUL","水璉","花蓮縣","壽豐鄉","CWB_BH",121.5627,23.7875,-115,"化仁國中水璉分校",306515.554,2631809.007,465.935,NA,NA,NA,NA,NA,NA,465.935,"pick",NA,NA,NA,NA,32.4139476151857,32.4139476151857
